anon_pr_id,reviewer,severity,verdict,has_unified_diff,has_suggestion_block,latency_min_to_finding,body_word_count_approx,created_date
PR091,coderabbitai,major,valid_fixed,0,0,,136,2026-05-04
PR091,coderabbitai,minor,valid_fixed,1,0,,882,2026-05-04
PR091,coderabbitai,minor,valid_fixed,1,0,,279,2026-05-04
PR091,cursor,low,valid_fixed,0,0,7.3,150,2026-05-04
PR091,coderabbitai,major,valid_fixed,1,0,,547,2026-05-04
PR092,cursor,high,valid_fixed,0,0,8.0,136,2026-05-04
PR092,cursor,medium,false_positive,0,0,,129,2026-05-04
PR093,coderabbitai,major,valid_fixed,1,1,3.8,394,2026-05-04
PR097,seer,medium,valid_fixed,0,0,3.8,178,2026-05-04
PR097,cursor,low,valid_fixed,0,0,6.6,139,2026-05-04
PR097,cursor,low,valid_fixed,0,0,6.6,104,2026-05-04
PR097,coderabbitai,major,valid_fixed,1,0,10.4,837,2026-05-04
PR097,coderabbitai,major,valid_fixed,1,0,10.4,672,2026-05-04
PR097,cursor,low,valid_fixed,0,0,6.5,123,2026-05-04
PR097,coderabbitai,minor,valid_fixed,1,0,,290,2026-05-04
PR108,cursor,high,valid_fixed,0,0,,107,2026-05-04
PR108,cursor,low,valid_fixed,0,0,,117,2026-05-04
PR108,cursor,medium,valid_fixed,0,0,,136,2026-05-05
PR118,greptile,minor,valid_fixed,0,0,,221,2026-05-05
PR118,coderabbitai,major,valid_fixed,1,0,,229,2026-05-05
PR108,seer,medium,valid_fixed,0,0,,208,2026-05-05
PR108,cursor,high,valid_fixed,0,0,,114,2026-05-05
PR108,cursor,medium,valid_fixed,0,0,,108,2026-05-05
PR108,cursor,high,valid_fixed,0,0,,136,2026-05-05
PR098,cursor,medium,valid_fixed,0,0,5.8,159,2026-05-05
PR098,seer,medium,valid_fixed,0,0,,208,2026-05-05
PR098,coderabbitai,minor,valid_fixed,1,0,7.9,281,2026-05-05
PR108,cursor,low,valid_fixed,0,0,4.7,91,2026-05-05
PR108,cursor,medium,valid_fixed,0,0,,84,2026-05-05
PR108,cursor,low,valid_fixed,0,0,,81,2026-05-05
PR118,cursor,high,valid_fixed,0,0,,92,2026-05-05
PR118,seer,high,valid_fixed,0,0,,225,2026-05-05
PR101,greptile,minor,valid_fixed,0,0,3.3,325,2026-05-06
PR101,coderabbitai,major,valid_fixed,1,0,4.0,801,2026-05-06
PR101,cursor,medium,valid_fixed,0,0,5.4,84,2026-05-06
PR118,cursor,low,pending,0,0,,87,2026-05-06
PR102,coderabbitai,minor,valid_fixed,1,1,2.5,261,2026-05-06
PR118,cursor,medium,pending,0,0,,95,2026-05-06
PR103,seer,medium,valid_fixed,0,0,,187,2026-05-06
PR103,greptile,minor,valid_fixed,0,1,,693,2026-05-06
PR103,cursor,low,valid_fixed,0,0,8.2,134,2026-05-06
PR103,cursor,low,valid_fixed,0,0,7.8,123,2026-05-06
PR103,seer,medium,valid_fixed,0,0,,190,2026-05-06
PR103,seer,medium,valid_fixed,0,0,,179,2026-05-06
PR103,coderabbitai,major,valid_fixed,0,0,,410,2026-05-06
PR103,cursor,low,valid_fixed,0,0,7.1,117,2026-05-06
PR103,seer,low,valid_fixed,0,0,,186,2026-05-06
PR103,cursor,low,valid_fixed,0,0,,159,2026-05-06
PR103,seer,medium,valid_fixed,0,0,,198,2026-05-06
PR104,greptile,major,valid_fixed,0,1,,411,2026-05-06
PR104,greptile,minor,valid_fixed,0,1,,331,2026-05-06
PR104,seer,medium,valid_fixed,0,0,,196,2026-05-06
PR104,coderabbitai,major,valid_fixed,1,1,,358,2026-05-06
PR104,coderabbitai,major,valid_fixed,1,1,,816,2026-05-06
PR104,coderabbitai,major,valid_fixed,0,0,11.3,230,2026-05-06
PR104,seer,medium,valid_fixed,0,0,,194,2026-05-06
PR104,cursor,low,valid_fixed,0,0,,141,2026-05-06
PR104,seer,high,false_positive,0,0,7.9,191,2026-05-06
PR105,seer,high,valid_fixed,0,0,,187,2026-05-06
PR105,greptile,major,valid_fixed,0,1,,435,2026-05-06
PR105,greptile,major,valid_fixed,0,1,,547,2026-05-06
PR105,greptile,major,valid_fixed,0,1,0.8,457,2026-05-06
PR107,greptile,minor,valid_fixed,0,0,,197,2026-05-06
PR118,seer,medium,valid_fixed,0,0,3.5,187,2026-05-06
PR109,greptile,major,valid_fixed,0,0,,231,2026-05-06
PR109,greptile,minor,valid_fixed,0,0,,243,2026-05-06
PR109,seer,medium,valid_fixed,0,0,,209,2026-05-06
PR118,coderabbitai,minor,valid_fixed,1,1,11.0,570,2026-05-06
PR118,coderabbitai,minor,valid_fixed,1,0,11.1,190,2026-05-06
PR109,coderabbitai,major,valid_fixed,1,0,,561,2026-05-06
PR109,coderabbitai,minor,valid_fixed,0,0,11.2,165,2026-05-06
PR109,coderabbitai,minor,valid_fixed,0,0,11.2,192,2026-05-06
PR109,coderabbitai,minor,valid_fixed,1,1,12.4,743,2026-05-06
PR118,coderabbitai,major,pending,1,1,,1025,2026-05-06
PR109,coderabbitai,minor,valid_fixed,1,0,,241,2026-05-06
PR109,coderabbitai,major,valid_fixed,1,1,,707,2026-05-06
PR109,coderabbitai,major,valid_fixed,0,0,,200,2026-05-06
PR110,greptile,minor,valid_fixed,0,0,4.1,251,2026-05-06
PR110,coderabbitai,major,valid_fixed,1,0,10.7,210,2026-05-06
PR110,coderabbitai,major,valid_fixed,1,0,10.7,337,2026-05-06
PR110,coderabbitai,minor,valid_fixed,1,1,,710,2026-05-06
PR110,coderabbitai,major,valid_fixed,1,0,14.2,1092,2026-05-06
PR110,coderabbitai,major,valid_fixed,1,0,14.2,340,2026-05-06
PR111,greptile,major,valid_fixed,0,0,38.0,251,2026-05-06
PR111,greptile,minor,valid_fixed,0,0,,189,2026-05-06
PR111,greptile,minor,valid_fixed,0,0,,183,2026-05-06
PR111,seer,medium,valid_fixed,0,0,,214,2026-05-06
PR111,coderabbitai,major,valid_fixed,1,0,41.3,398,2026-05-06
PR111,coderabbitai,major,valid_fixed,1,0,,148,2026-05-06
PR111,coderabbitai,minor,valid_fixed,1,1,,188,2026-05-06
PR110,seer,high,false_positive,0,0,4.8,216,2026-05-06
PR111,coderabbitai,major,valid_fixed,1,0,,320,2026-05-06
PR111,seer,high,valid_fixed,0,0,,211,2026-05-06
PR111,coderabbitai,major,valid_fixed,0,0,8.8,225,2026-05-06
PR111,coderabbitai,major,valid_fixed,1,0,,239,2026-05-06
PR112,seer,high,valid_fixed,0,0,,215,2026-05-07
PR113,seer,low,valid_fixed,0,0,3.6,228,2026-05-07
PR112,seer,medium,valid_fixed,0,0,4.0,202,2026-05-07
PR112,seer,medium,valid_fixed,0,0,,190,2026-05-07
PR112,greptile,major,valid_fixed,0,0,,303,2026-05-07
PR112,greptile,minor,valid_fixed,0,0,4.5,275,2026-05-07
PR112,coderabbitai,major,valid_fixed,1,1,11.8,421,2026-05-07
PR112,coderabbitai,critical,valid_fixed,1,1,11.8,308,2026-05-07
PR112,coderabbitai,critical,valid_fixed,1,0,11.8,518,2026-05-07
PR112,coderabbitai,minor,valid_fixed,1,1,11.8,292,2026-05-07
PR113,greptile,major,valid_fixed,0,1,,289,2026-05-07
PR113,greptile,minor,valid_fixed,0,0,,145,2026-05-07
PR113,seer,medium,valid_fixed,0,0,2.2,209,2026-05-07
PR113,greptile,major,valid_fixed,0,0,,181,2026-05-07
PR113,seer,low,valid_fixed,0,0,2.7,140,2026-05-07
PR113,seer,low,valid_fixed,0,0,2.7,180,2026-05-07
PR113,greptile,major,valid_fixed,0,0,,121,2026-05-07
PR113,greptile,major,valid_fixed,0,0,,279,2026-05-07
PR113,greptile,major,valid_fixed,0,1,5.6,289,2026-05-07
PR114,greptile,minor,valid_fixed,0,0,,205,2026-05-07
PR114,coderabbitai,high,valid_fixed,1,1,,183,2026-05-07
PR114,coderabbitai,critical,valid_fixed,1,1,8.9,1048,2026-05-07
PR114,coderabbitai,critical,valid_fixed,0,0,,517,2026-05-07
PR114,coderabbitai,major,valid_fixed,1,1,,220,2026-05-07
PR114,coderabbitai,minor,valid_fixed,0,0,,175,2026-05-07
PR114,greptile,major,valid_fixed,0,0,,309,2026-05-07
PR144,greptile,major,valid_fixed,0,0,4.5,297,2026-05-07
PR144,greptile,minor,valid_fixed,0,0,,247,2026-05-07
PR144,seer,medium,valid_fixed,0,0,,240,2026-05-07
PR144,coderabbitai,minor,valid_fixed,0,0,,495,2026-05-07
PR144,coderabbitai,minor,valid_fixed,1,1,,478,2026-05-07
PR144,greptile,major,valid_fixed,0,1,,455,2026-05-07
PR120,coderabbitai,major,false_positive,1,0,,530,2026-05-07
PR120,seer,critical,valid_fixed,0,0,,211,2026-05-07
PR120,seer,high,valid_fixed,0,0,,168,2026-05-07
PR120,seer,medium,valid_fixed,0,0,,203,2026-05-08
PR120,seer,high,false_positive,0,0,3.3,205,2026-05-08
PR144,greptile,major,valid_fixed,0,1,,347,2026-05-08
PR122,greptile,minor,valid_fixed,0,0,3.6,226,2026-05-08
PR122,greptile,minor,valid_fixed,0,0,3.7,255,2026-05-08
PR122,coderabbitai,major,valid_fixed,0,0,4.7,187,2026-05-08
PR122,seer,critical,valid_fixed,0,0,5.3,208,2026-05-08
PR122,seer,medium,valid_fixed,0,0,2.1,162,2026-05-08
PR124,coderabbitai,major,valid_fixed,0,0,10.1,241,2026-05-08
PR124,coderabbitai,minor,valid_fixed,1,1,10.1,310,2026-05-08
PR124,coderabbitai,major,valid_fixed,0,0,10.1,188,2026-05-08
PR124,coderabbitai,major,valid_fixed,0,0,10.1,162,2026-05-08
PR124,coderabbitai,major,valid_fixed,0,0,10.1,139,2026-05-08
PR124,coderabbitai,minor,valid_fixed,1,1,10.1,200,2026-05-08
PR125,coderabbitai,minor,valid_fixed,1,1,4.5,256,2026-05-08
PR127,seer,critical,valid_fixed,0,0,3.9,181,2026-05-08
PR128,seer,high,false_positive,0,0,2.8,192,2026-05-08
PR129,greptile,minor,valid_fixed,0,0,5.6,245,2026-05-09
PR130,seer,critical,valid_fixed,0,0,,197,2026-05-09
PR130,seer,medium,valid_fixed,0,0,4.8,183,2026-05-09
PR129,coderabbitai,major,valid_fixed,1,1,,642,2026-05-09
PR129,coderabbitai,major,valid_fixed,1,0,,513,2026-05-09
PR131,greptile,major,valid_fixed,0,0,,249,2026-05-09
PR131,greptile,major,valid_fixed,0,0,,211,2026-05-09
PR130,coderabbitai,major,valid_fixed,0,0,,176,2026-05-09
PR130,coderabbitai,critical,valid_fixed,0,0,,203,2026-05-09
PR130,coderabbitai,major,valid_fixed,0,0,,262,2026-05-09
PR130,coderabbitai,minor,valid_fixed,1,1,,561,2026-05-09
PR129,greptile,major,valid_fixed,0,1,,1075,2026-05-09
PR129,seer,medium,valid_fixed,0,0,,238,2026-05-09
PR131,coderabbitai,minor,valid_fixed,1,1,,333,2026-05-09
PR131,coderabbitai,minor,valid_fixed,1,1,,414,2026-05-09
PR131,coderabbitai,minor,valid_fixed,1,1,,338,2026-05-09
PR131,coderabbitai,major,valid_fixed,0,0,,547,2026-05-09
PR131,coderabbitai,major,valid_fixed,0,0,,195,2026-05-09
PR131,coderabbitai,major,valid_fixed,1,0,12.2,545,2026-05-09
PR131,coderabbitai,major,valid_fixed,1,1,,424,2026-05-09
PR131,coderabbitai,major,valid_fixed,0,0,,487,2026-05-09
PR131,coderabbitai,minor,valid_fixed,1,0,12.2,375,2026-05-09
PR131,coderabbitai,minor,valid_fixed,1,1,,325,2026-05-09
PR131,seer,low,valid_fixed,0,0,,187,2026-05-09
PR131,seer,low,valid_fixed,0,0,,189,2026-05-09
PR131,greptile,major,valid_fixed,0,0,,287,2026-05-09
PR130,greptile,major,valid_fixed,0,1,,197,2026-05-09
PR130,seer,medium,valid_fixed,0,0,3.2,191,2026-05-09
PR130,seer,medium,valid_fixed,0,0,,217,2026-05-09
PR131,seer,medium,valid_fixed,0,0,2.0,212,2026-05-09
PR130,seer,medium,valid_fixed,0,0,2.3,191,2026-05-09
PR130,coderabbitai,minor,valid_fixed,1,0,9.1,279,2026-05-09
PR130,seer,medium,valid_fixed,0,0,,188,2026-05-09
PR131,greptile,major,valid_fixed,0,0,,413,2026-05-09
PR131,seer,medium,valid_fixed,0,0,2.7,191,2026-05-09
PR131,seer,low,valid_fixed,0,0,,167,2026-05-09
PR131,greptile,major,valid_fixed,0,0,,241,2026-05-09
PR131,coderabbitai,minor,valid_fixed,1,0,,240,2026-05-09
PR131,seer,medium,valid_fixed,0,0,,207,2026-05-09
PR131,seer,low,valid_fixed,0,0,,181,2026-05-09
PR131,seer,low,valid_fixed,0,0,2.5,179,2026-05-09
PR132,coderabbitai,minor,valid_fixed,0,0,,172,2026-05-09
PR144,seer,medium,valid_fixed,0,0,,192,2026-05-09
PR136,coderabbitai,major,valid_fixed,1,0,,1037,2026-05-09
PR136,coderabbitai,minor,valid_fixed,0,0,8.5,140,2026-05-09
PR136,coderabbitai,minor,valid_fixed,0,0,8.5,159,2026-05-09
PR134,greptile,major,valid_fixed,0,1,3.3,515,2026-05-09
PR134,coderabbitai,major,valid_fixed,0,0,8.8,429,2026-05-09
PR136,greptile,major,valid_fixed,0,1,2.6,603,2026-05-09
PR134,seer,medium,valid_fixed,0,0,,197,2026-05-09
PR135,seer,critical,valid_fixed,0,0,,188,2026-05-09
PR135,seer,medium,valid_fixed,0,0,4.1,202,2026-05-09
PR135,greptile,minor,valid_fixed,0,1,,381,2026-05-09
PR135,coderabbitai,major,valid_fixed,0,0,,239,2026-05-09
PR135,coderabbitai,critical,valid_fixed,1,0,6.4,742,2026-05-09
PR135,coderabbitai,major,valid_fixed,0,0,6.4,285,2026-05-09
PR135,seer,high,valid_fixed,0,0,,206,2026-05-09
PR135,coderabbitai,minor,valid_fixed,1,1,3.4,240,2026-05-09
PR135,seer,low,valid_fixed,0,0,,210,2026-05-09
PR136,seer,low,valid_fixed,0,0,,199,2026-05-09
PR135,coderabbitai,minor,valid_fixed,1,0,3.3,479,2026-05-09
PR136,coderabbitai,minor,valid_fixed,1,1,7.9,313,2026-05-09
PR136,seer,low,valid_fixed,0,0,,184,2026-05-09
PR136,greptile,major,valid_fixed,0,1,2.9,397,2026-05-09
PR139,seer,medium,valid_fixed,0,0,2.7,203,2026-05-09
PR139,greptile,major,valid_fixed,0,1,3.1,449,2026-05-09
PR139,coderabbitai,major,valid_fixed,1,0,13.7,450,2026-05-09
PR139,coderabbitai,major,valid_fixed,1,0,9.2,271,2026-05-09
PR141,greptile,minor,valid_fixed,0,1,14.1,629,2026-05-09
PR143,coderabbitai,major,valid_fixed,1,1,29.7,581,2026-05-09
PR143,coderabbitai,minor,valid_fixed,1,0,29.7,203,2026-05-09
PR141,coderabbitai,major,valid_fixed,0,0,18.0,155,2026-05-09
PR141,coderabbitai,major,valid_fixed,1,0,18.0,499,2026-05-09
PR141,coderabbitai,minor,valid_fixed,1,1,18.0,319,2026-05-09
PR141,coderabbitai,major,valid_fixed,1,0,18.0,172,2026-05-09
PR139,seer,high,valid_fixed,0,0,3.7,191,2026-05-09
PR139,greptile,major,valid_fixed,0,0,4.5,317,2026-05-09
PR137,coderabbitai,major,false_positive,1,1,1.8,243,2026-05-09
PR137,greptile,major,valid_fixed,0,0,2.2,207,2026-05-09
PR137,greptile,major,valid_fixed,0,0,2.2,201,2026-05-09
PR137,seer,medium,false_positive,0,0,2.4,177,2026-05-09
PR142,seer,medium,valid_fixed,0,0,5.2,229,2026-05-09
PR142,greptile,major,valid_fixed,0,1,6.1,409,2026-05-09
PR142,coderabbitai,major,valid_fixed,0,0,,215,2026-05-09
PR142,coderabbitai,major,valid_fixed,0,0,,186,2026-05-09
PR142,coderabbitai,major,valid_fixed,1,1,,325,2026-05-09
PR137,seer,medium,valid_fixed,0,0,2.5,178,2026-05-09
PR143,seer,high,valid_fixed,0,0,4.3,224,2026-05-09
PR143,seer,medium,valid_fixed,0,0,4.3,199,2026-05-09
PR143,coderabbitai,minor,valid_fixed,1,1,7.3,301,2026-05-09
PR142,seer,low,valid_fixed,0,0,2.8,157,2026-05-09
PR141,seer,medium,valid_fixed,0,0,3.6,235,2026-05-09
PR141,coderabbitai,major,valid_fixed,0,0,8.5,101,2026-05-09
PR139,greptile,major,valid_fixed,0,0,,335,2026-05-09
PR142,greptile,major,valid_fixed,0,0,,311,2026-05-09
PR141,greptile,major,valid_fixed,0,0,,309,2026-05-09
PR141,seer,medium,valid_fixed,0,0,,193,2026-05-09
PR138,coderabbitai,minor,valid_fixed,0,0,1.8,205,2026-05-09
PR143,coderabbitai,minor,valid_fixed,0,0,,193,2026-05-09
PR143,coderabbitai,minor,valid_fixed,0,0,13.8,221,2026-05-09
PR138,greptile,minor,valid_fixed,0,0,3.0,269,2026-05-09
PR138,greptile,minor,valid_fixed,0,0,3.1,211,2026-05-09
PR139,seer,medium,valid_fixed,0,0,,194,2026-05-09
PR139,seer,medium,valid_fixed,0,0,,200,2026-05-09
PR141,seer,low,valid_fixed,0,0,3.5,200,2026-05-09
PR139,seer,medium,valid_fixed,0,0,2.9,200,2026-05-09
PR139,greptile,major,valid_fixed,0,0,,275,2026-05-09
PR140,coderabbitai,minor,valid_fixed,0,0,3.0,464,2026-05-09
PR143,seer,low,valid_fixed,0,0,2.9,155,2026-05-09
PR144,coderabbitai,minor,valid_fixed,1,1,,334,2026-05-10
PR145,seer,medium,valid_fixed,0,0,,220,2026-05-10
PR145,greptile,minor,valid_fixed,0,1,,371,2026-05-10
PR145,greptile,minor,valid_fixed,0,0,5.3,231,2026-05-10
PR145,greptile,minor,valid_fixed,0,1,5.4,269,2026-05-10
PR145,coderabbitai,major,valid_fixed,0,0,,215,2026-05-10
PR145,coderabbitai,major,valid_fixed,0,0,10.1,196,2026-05-10
PR145,greptile,major,valid_fixed,0,1,4.3,561,2026-05-10
PR145,coderabbitai,minor,valid_fixed,1,1,,261,2026-05-10
PR145,seer,high,valid_fixed,0,0,,204,2026-05-10
PR146,greptile,minor,valid_fixed,0,0,,183,2026-05-10
PR146,greptile,major,valid_fixed,0,1,,231,2026-05-10
PR146,coderabbitai,major,valid_fixed,0,0,,204,2026-05-10
PR146,coderabbitai,minor,valid_fixed,1,0,,299,2026-05-10
